Lat	Long	1/22/20	1/23/20	1/24/20	1/25/20	1/26/20	1/27/20	1/28/20	1/29/20	1/30/20	1/31/20	2/1/20	2/2/20	2/3/20	2/4/20	2/5/20	2/6/20	2/7/20	2/8/20	2/9/20	2/10/20	2/11/20	2/12/20	2/13/20	2/14/20	2/15/20	2/16/20	2/17/20	2/18/20	2/19/20	2/20/20	2/21/20	2/22/20	2/23/20	2/24/20	2/25/20	2/26/20	2/27/20	2/28/20	2/29/20	3/1/20	3/2/20	3/3/20	3/4/20	3/5/20	3/6/20	3/7/20	3/8/20	3/9/20	3/10/20	3/11/20	3/12/20	3/13/20	3/14/20	3/15/20	3/16/20	3/17/20	3/18/20	3/19/20	3/20/20	3/21/20	3/22/20	3/23/20	3/24/20	3/25/20	3/26/20	3/27/20	3/28/20	3/29/20	3/30/20	3/31/20	4/1/20	4/2/20	4/3/20	4/4/20	4/5/20	4/6/20	4/7/20	4/8/20	4/9/20	4/10/20	4/11/20	4/12/20	4/13/20	4/14/20	4/15/20	4/16/20	4/17/20	4/18/20	4/19/20	4/20/20	4/21/20	4/22/20	4/23/20	4/24/20	4/25/20	4/26/20	4/27/20	4/28/20	4/29/20	4/30/20	5/1/20	5/2/20	5/3/20	5/4/20	5/5/20	5/6/20	5/7/20	5/8/20	5/9/20	5/10/20	5/11/20	5/12/20	5/13/20	5/14/20	5/15/20	5/16/20	5/17/20	5/18/20	5/19/20	5/20/20	5/21/20	5/22/20	5/23/20	5/24/20	5/25/20	5/26/20	5/27/20	5/28/20	5/29/20	5/30/20	5/31/20	6/1/20	6/2/20	6/3/20	6/4/20	6/5/20	6/6/20	6/7/20	6/8/20	6/9/20	6/10/20	6/11/20	6/12/20	6/13/20	6/14/20	6/15/20	6/16/20	6/17/20	6/18/20	6/19/20	6/20/20	6/21/20	6/22/20	6/23/20	6/24/20	6/25/20	6/26/20	6/27/20	6/28/20	6/29/20	6/30/20	7/1/20	7/2/20	7/3/20	7/4/20	7/5/20	7/6/20	7/7/20	7/8/20	7/9/20	7/10/20	7/11/20	7/12/20	7/13/20	7/14/20	7/15/20	7/16/20	7/17/20	7/18/20	7/19/20	7/20/20	7/21/20	7/22/20	7/23/20	7/24/20	7/25/20	7/26/20	7/27/20	7/28/20	7/29/20	7/30/20	7/31/20	8/1/20	8/2/20	8/3/20	8/4/20	8/5/20	8/6/20	8/7/20	8/8/20	8/9/20	8/10/20	8/11/20	8/12/20	8/13/20	8/14/20	8/15/20	8/16/20	8/17/20	8/18/20	8/19/20	8/20/20	8/21/20	8/22/20	8/23/20	8/24/20	8/25/20	8/26/20	8/27/20	8/28/20	8/29/20	8/30/20	8/31/20	9/1/20	9/2/20	9/3/20	9/4/20	9/5/20	9/6/20	9/7/20	9/8/20	9/9/20	9/10/20	9/11/20	9/12/20	9/13/20	9/14/20	9/15/20	9/16/20	9/17/20	9/18/20	9/19/20	9/20/20	9/21/20	9/22/20	9/23/20	9/24/20	9/25/20	9/26/20	9/27/20	9/28/20	9/29/20	9/30/20	10/1/20	10/2/20	10/3/20	10/4/20	10/5/20	10/6/20	10/7/20	10/8/20	10/9/20	10/10/20	10/11/20	10/12/20	10/13/20	10/14/20	10/15/20	10/16/20	10/17/20	10/18/20	10/19/20	10/20/20	10/21/20	10/22/20	10/23/20	10/24/20	10/25/20	10/26/20	10/27/20	10/28/20	10/29/20	10/30/20	10/31/20	11/1/20	11/2/20	11/3/20	11/4/20	11/5/20	11/6/20	11/7/20	11/8/20	11/9/20	11/10/20	11/11/20	11/12/20	11/13/20	11/14/20	11/15/20	11/16/20	11/17/20	11/18/20	11/19/20	11/20/20	11/21/20	11/22/20	11/23/20	11/24/20	11/25/20	11/26/20	11/27/20	11/28/20	11/29/20	11/30/20	12/1/20	12/2/20	12/3/20	12/4/20	12/5/20	12/6/20	12/7/20	12/8/20	12/9/20	12/10/20	12/11/20	12/12/20	12/13/20	12/14/20	12/15/20	12/16/20	12/17/20	12/18/20	12/19/20	12/20/20	12/21/20	12/22/20	12/23/20	12/24/20	12/25/20	12/26/20	12/27/20	12/28/20	12/29/20	12/30/20	12/31/20	1/1/21	1/2/21	1/3/21	1/4/21	1/5/21	1/6/21	1/7/21	1/8/21	1/9/21	1/10/21	1/11/21	1/12/21	1/13/21	1/14/21	1/15/21	1/16/21	1/17/21	1/18/21	1/19/21	1/20/21	1/21/21	1/22/21	1/23/21	1/24/21	1/25/21	1/26/21	1/27/21	1/28/21	1/29/21	1/30/21	1/31/21	2/1/21	2/2/21	2/3/21	2/4/21	2/5/21	2/6/21	2/7/21	2/8/21	2/9/21	2/10/21	2/11/21	2/12/21	2/13/21	2/14/21	2/15/21	2/16/21	2/17/21	2/18/21	2/19/21	2/20/21	2/21/21	2/22/21	2/23/21	2/24/21	2/25/21	2/26/21	2/27/21	2/28/21	3/1/21	3/2/21	3/3/21	3/4/21	3/5/21	3/6/21	3/7/21	3/8/21	3/9/21	3/10/21	3/11/21	3/12/21	3/13/21	3/14/21	3/15/21	3/16/21	3/17/21	3/18/21	3/19/21	3/20/21	3/21/21	3/22/21	3/23/21	3/24/21	3/25/21	3/26/21	3/27/21	3/28/21	3/29/21	3/30/21	3/31/21	4/1/21	4/2/21	4/3/21	4/4/21	4/5/21	4/6/21	4/7/21	4/8/21	4/9/21	4/10/21	4/11/21	4/12/21	4/13/21	4/14/21	4/15/21	4/16/21	4/17/21	4/18/21	4/19/21	4/20/21	4/21/21	4/22/21	4/23/21	4/24/21	4/25/21	4/26/21	4/27/21	4/28/21	4/29/21	4/30/21	5/1/21	5/2/21	5/3/21	5/4/21	5/5/21	5/6/21	5/7/21	5/8/21	5/9/21	5/10/21	5/11/21	5/12/21	5/13/21	5/14/21	5/15/21	5/16/21	5/17/21	5/18/21	5/19/21	5/20/21	5/21/21	5/22/21	5/23/21	5/24/21	5/25/21	5/26/21	5/27/21	5/28/21	5/29/21	5/30/21	5/31/21	6/1/21	6/2/21	6/3/21	6/4/21	6/5/21	6/6/21	6/7/21	6/8/21	6/9/21	6/10/21	6/11/21	6/12/21	6/13/21	6/14/21	6/15/21	6/16/21	6/17/21	6/18/21	6/19/21	6/20/21	6/21/21	6/22/21	6/23/21	6/24/21	6/25/21	6/26/21	6/27/21	6/28/21	6/29/21	6/30/21	7/1/21	7/2/21	7/3/21	7/4/21	7/5/21	7/6/21	7/7/21	7/8/21	7/9/21	7/10/21	7/11/21	7/12/21	7/13/21	7/14/21	7/15/21	7/16/21	7/17/21	7/18/21	7/19/21	7/20/21	7/21/21	7/22/21	7/23/21	7/24/21	7/25/21	7/26/21	7/27/21	7/28/21	7/29/21	7/30/21	7/31/21	8/1/21	8/2/21	8/3/21	8/4/21	8/5/21	8/6/21	8/7/21	8/8/21	8/9/21	8/10/21	8/11/21	8/12/21	8/13/21	8/14/21	8/15/21	8/16/21	8/17/21	8/18/21	8/19/21	8/20/21	8/21/21	8/22/21	8/23/21	8/24/21	8/25/21	8/26/21	8/27/21	8/28/21	8/29/21	8/30/21	8/31/21	9/1/21	9/2/21	9/3/21	9/4/21	9/5/21	9/6/21	9/7/21	9/8/21	9/9/21	9/10/21	9/11/21	9/12/21	9/13/21	9/14/21	9/15/21	9/16/21	9/17/21	9/18/21	9/19/21	9/20/21	9/21/21	9/22/21	9/23/21	9/24/21	9/25/21	9/26/21	9/27/21	9/28/21	9/29/21	Province/State	Country/Region
continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	string	string
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																											meta	meta
61.52401	105.318756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	4.0	13.0	13.0	17.0	17.0	20.0	20.0	28.0	45.0	59.0	63.0	90.0	114.0	147.0	199.0	253.0	306.0	367.0	438.0	495.0	658.0	840.0	1036.0	1264.0	1534.0	1836.0	2337.0	2777.0	3548.0	4149.0	4731.0	5389.0	6343.0	7497.0	8672.0	10131.0	11917.0	13584.0	15770.0	18328.0	21102.0	24490.0	27938.0	32008.0	36793.0	42853.0	47121.0	52763.0	57999.0	62773.0	68622.0	74588.0	80949.0	87147.0	93558.0	99399.0	106498.0	114431.0	124054.0	134687.0	145268.0	155370.0	165929.0	177160.0	187859.0	198676.0	209688.0	221344.0	232243.0	242271.0	252245.0	262843.0	272043.0	281752.0	290678.0	299941.0	308705.0	317554.0	326448.0	335882.0	344481.0	353427.0	362342.0	370680.0	379051.0	387623.0	396575.0	405843.0	414328.0	423186.0	431715.0	440538.0	449256.0	458102.0	467073.0	476043.0	484630.0	493023.0	501800.0	510761.0	519458.0	528267.0	536484.0	544725.0	552549.0	560321.0	568292.0	576162.0	583879.0	591465.0	598878.0	606043.0	613148.0	619936.0	626779.0	633563.0	640246.0	646929.0	653479.0	660231.0	666941.0	673564.0	680283.0	686852.0	693215.0	699749.0	706240.0	712863.0	719449.0	726036.0	732547.0	738787.0	745197.0	751612.0	758001.0	764215.0	770311.0	776212.0	782040.0	787890.0	793720.0	799499.0	805332.0	811073.0	816680.0	822060.0	827509.0	832993.0	838461.0	843890.0	849277.0	854641.0	859762.0	864948.0	870187.0	875378.0	880563.0	885718.0	890799.0	895691.0	900745.0	905762.0	910778.0	915808.0	920719.0	925558.0	930276.0	935066.0	939833.0	944671.0	949531.0	954328.0	959016.0	963655.0	968297.0	972972.0	977730.0	982573.0	987470.0	992402.0	997072.0	1001965.0	1006923.0	1011987.0	1017131.0	1022228.0	1027334.0	1032354.0	1037526.0	1042836.0	1048257.0	1053663.0	1059024.0	1064438.0	1069873.0	1075485.0	1081152.0	1086955.0	1092915.0	1098958.0	1105048.0	1111157.0	1117487.0	1123976.0	1131088.0	1138509.0	1146273.0	1154299.0	1162428.0	1170799.0	1179634.0	1188928.0	1198663.0	1209039.0	1219796.0	1231277.0	1242258.0	1253603.0	1265572.0	1278245.0	1291687.0	1305093.0	1318783.0	1332824.0	1346380.0	1361317.0	1376020.0	1390824.0	1406667.0	1422775.0	1438219.0	1453923.0	1471000.0	1487260.0	1503652.0	1520800.0	1537142.0	1553028.0	1570446.0	1588433.0	1606267.0	1624648.0	1642665.0	1661096.0	1680579.0	1699695.0	1720063.0	1740172.0	1760420.0	1781997.0	1802762.0	1822345.0	1843678.0	1865395.0	1887836.0	1910149.0	1932711.0	1954912.0	1975629.0	1998966.0	2023025.0	2047563.0	2071858.0	2096749.0	2120836.0	2144229.0	2169424.0	2196691.0	2223500.0	2249890.0	2275936.0	2302062.0	2327105.0	2354934.0	2382012.0	2410462.0	2439163.0	2466961.0	2492713.0	2518551.0	2546113.0	2574319.0	2602048.0	2629699.0	2656601.0	2682866.0	2708940.0	2736727.0	2764843.0	2792615.0	2821125.0	2850042.0	2878382.0	2905196.0	2934695.0	2963290.0	2992123.0	3019972.0	3047335.0	3073923.0	3100018.0	3127347.0	3153960.0	3179898.0	3203743.0	3226758.0	3250713.0	3274615.0	3297833.0	3321163.0	3344175.0	3366715.0	3389733.0	3412390.0	3434934.0	3459237.0	3483531.0	3507201.0	3530379.0	3552888.0	3574330.0	3595136.0	3616680.0	3637862.0	3658447.0	3679247.0	3698246.0	3716228.0	3733692.0	3752548.0	3771514.0	3790265.0	3808348.0	3825739.0	3842145.0	3858367.0	3874830.0	3891274.0	3907653.0	3923461.0	3939162.0	3953970.0	3968228.0	3983031.0	3997898.0	4012538.0	4026506.0	4040505.0	4053535.0	4066164.0	4079407.0	4092649.0	4105424.0	4117992.0	4130447.0	4142126.0	4153735.0	4164802.0	4175757.0	4187166.0	4198400.0	4209850.0	4220291.0	4230707.0	4241970.0	4252876.0	4263785.0	4274263.0	4284408.0	4293750.0	4302726.0	4311893.0	4321588.0	4331396.0	4341381.0	4350728.0	4360033.0	4368943.0	4378656.0	4388268.0	4397816.0	4407031.0	4416226.0	4424595.0	4433364.0	4442492.0	4451565.0	4460348.0	4469327.0	4477916.0	4486078.0	4494234.0	4503291.0	4511973.0	4520879.0	4529576.0	4538101.0	4546307.0	4554481.0	4563026.0	4572053.0	4580633.0	4589209.0	4597400.0	4605444.0	4613646.0	4622464.0	4631336.0	4640537.0	4649044.0	4657509.0	4665553.0	4673699.0	4682573.0	4691290.0	4699988.0	4708640.0	4717321.0	4725252.0	4732981.0	4742142.0	4750755.0	4759902.0	4768476.0	4776844.0	4784497.0	4792354.0	4799872.0	4808133.0	4816331.0	4824621.0	4832959.0	4840948.0	4849044.0	4857303.0	4866641.0	4875308.0	4883734.0	4892938.0	4900995.0	4908794.0	4917906.0	4926717.0	4935302.0	4944129.0	4952412.0	4960174.0	4968421.0	4977332.0	4986458.0	4995613.0	5005171.0	5013512.0	5022881.0	5031583.0	5040390.0	5049210.0	5058221.0	5067246.0	5076543.0	5086386.0	5096657.0	5108217.0	5120578.0	5133938.0	5148499.0	5162049.0	5176051.0	5189260.0	5203117.0	5220168.0	5237847.0	5255214.0	5272328.0	5288766.0	5306069.0	5325940.0	5346005.0	5367317.0	5387486.0	5408744.0	5428961.0	5449594.0	5472722.0	5495513.0	5519516.0	5544209.0	5568104.0	5591030.0	5614540.0	5638901.0	5664200.0	5688807.0	5713351.0	5738000.0	5762211.0	5785542.0	5810335.0	5835523.0	5860113.0	5884593.0	5908691.0	5931925.0	5955089.0	5979027.0	6002303.0	6025698.0	6049215.0	6071893.0	6094379.0	6116249.0	6138969.0	6161985.0	6185249.0	6207513.0	6230482.0	6251953.0	6274006.0	6296570.0	6318643.0	6340370.0	6362641.0	6384195.0	6404960.0	6425918.0	6447229.0	6468890.0	6490421.0	6511431.0	6531585.0	6551934.0	6572246.0	6592705.0	6613107.0	6633521.0	6653498.0	6672373.0	6690633.0	6709605.0	6728699.0	6747681.0	6766667.0	6785465.0	6803323.0	6820697.0	6838652.0	6857243.0	6875713.0	6894113.0	6912375.0	6929862.0	6946922.0	6964595.0	6982628.0	7000636.0	7019200.0	7037435.0	7055296.0	7072825.0	7091368.0	7110656.0	7130245.0	7150244.0	7170069.0	7189445.0	7208241.0	7227549.0	7248572.0	7269514.0	7291097.0	7313112.0	7334843.0	7355883.0	7377774.0		Russia
20.593684	78.96288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	5.0	5.0	28.0	30.0	31.0	34.0	39.0	43.0	56.0	62.0	73.0	82.0	102.0	113.0	119.0	142.0	156.0	194.0	244.0	330.0	396.0	499.0	536.0	657.0	727.0	887.0	987.0	1024.0	1251.0	1397.0	1998.0	2543.0	2567.0	3082.0	3588.0	4778.0	5311.0	5916.0	6725.0	7598.0	8446.0	9205.0	10453.0	11487.0	12322.0	13430.0	14352.0	15722.0	17615.0	18539.0	20080.0	21370.0	23077.0	24530.0	26283.0	27890.0	29451.0	31324.0	33062.0	34863.0	37257.0	39699.0	42505.0	46437.0	49400.0	52987.0	56351.0	59695.0	62808.0	67161.0	70768.0	74292.0	78055.0	81997.0	85784.0	90648.0	95698.0	100328.0	106475.0	112028.0	118226.0	124794.0	131423.0	138536.0	144950.0	150793.0	158086.0	165386.0	173491.0	181827.0	190609.0	198370.0	207191.0	216824.0	226713.0	236184.0	246622.0	257486.0	265928.0	276146.0	286605.0	297535.0	308993.0	320922.0	332424.0	343091.0	354065.0	366946.0	380532.0	395048.0	410451.0	425282.0	440215.0	456183.0	473105.0	490401.0	508953.0	528859.0	548318.0	566840.0	585481.0	604641.0	625544.0	648315.0	673165.0	697413.0	719664.0	742417.0	767296.0	793802.0	820916.0	849522.0	878254.0	906752.0	936181.0	968857.0	1003832.0	1039084.0	1077781.0	1118206.0	1155338.0	1193078.0	1238798.0	1288108.0	1337024.0	1385635.0	1435616.0	1480073.0	1531669.0	1581963.0	1634746.0	1695988.0	1750723.0	1803695.0	1855745.0	1908254.0	1964536.0	2027074.0	2088611.0	2153010.0	2215074.0	2268675.0	2329638.0	2396637.0	2461190.0	2525922.0	2589952.0	2647663.0	2702681.0	2767253.0	2836925.0	2905825.0	2975701.0	3044940.0	3106348.0	3167323.0	3224547.0	3310234.0	3387500.0	3463972.0	3542733.0	3621245.0	3691166.0	3769523.0	3853406.0	3936747.0	4023179.0	4113811.0	4204613.0	4280422.0	4370128.0	4465863.0	4562414.0	4659984.0	4754356.0	4846427.0	4930236.0	5020359.0	5118253.0	5214677.0	5308014.0	5400619.0	5487580.0	5562663.0	5646010.0	5732518.0	5818570.0	5903932.0	5992532.0	6074702.0	6145291.0	6225763.0	6312584.0	6394068.0	6473544.0	6549373.0	6623815.0	6685082.0	6757131.0	6835655.0	6906151.0	6979423.0	7053806.0	7120538.0	7175880.0	7239389.0	7307097.0	7370468.0	7432680.0	7494551.0	7550273.0	7597063.0	7651107.0	7706946.0	7761312.0	7814682.0	7864811.0	7909959.0	7946429.0	7990322.0	8040203.0	8088851.0	8137119.0	8184082.0	8229313.0	8267623.0	8313876.0	8364086.0	8411724.0	8462080.0	8507754.0	8553657.0	8591730.0	8636011.0	8683916.0	8728795.0	8773479.0	8814579.0	8845127.0	8874290.0	8912907.0	8958483.0	9004365.0	9050597.0	9095806.0	9139865.0	9177840.0	9222216.0	9266705.0	9309787.0	9351109.0	9392919.0	9431691.0	9462809.0	9499413.0	9534964.0	9571559.0	9608211.0	9644222.0	9677203.0	9703770.0	9735850.0	9767371.0	9796744.0	9826775.0	9857029.0	9884100.0	9906165.0	9932547.0	9956557.0	9979447.0	10004599.0	10031223.0	10055560.0	10075116.0	10099066.0	10123778.0	10146845.0	10169118.0	10187850.0	10207871.0	10224303.0	10244852.0	10266674.0	10286709.0	10325823.0	10323965.0	10340469.0	10356844.0	10374932.0	10395278.0	10413417.0	10413417.0	10450284.0	10466595.0	10479179.0	10495147.0	10512093.0	10527683.0	10542841.0	10557985.0	10571773.0	10581823.0	10595639.0	10610883.0	10625428.0	10639684.0	10654533.0	10667736.0	10676838.0	10689527.0	10701193.0	10720048.0	10733130.0	10746174.0	10757610.0	10766245.0	10777284.0	10790183.0	10802591.0	10814304.0	10826363.0	10838194.0	10847304.0	10858371.0	10871294.0	10880603.0	10892746.0	10904940.0	10916589.0	10925710.0	10937320.0	10950201.0	10963394.0	10977387.0	10991651.0	11005850.0	11016434.0	11030176.0	11046914.0	11063491.0	11079979.0	11096731.0	11112241.0	11124527.0	11139516.0	11156923.0	11173761.0	11192045.0	11210799.0	11229398.0	11244786.0	11262707.0	11285561.0	11308846.0	11333728.0	11359048.0	11385339.0	11409831.0	11438734.0	11474605.0	11514331.0	11555284.0	11599130.0	11646081.0	11686796.0	11734058.0	11787534.0	11846652.0	11908910.0	11971624.0	12039644.0	12095855.0	12149335.0	12221665.0	12303131.0	12392260.0	12485509.0	12589067.0	12686049.0	12801785.0	12928574.0	13060542.0	13205926.0	13358805.0	13527717.0	13689453.0	13873825.0	14074564.0	14291917.0	14526609.0	14788003.0	15061805.0	15320972.0	15616130.0	15930774.0	16263695.0	16610481.0	16960172.0	17313163.0	17636186.0	17997113.0	18376421.0	18762976.0	19164969.0	19557457.0	19925517.0	20282833.0	20664979.0	21077410.0	21491598.0	21892676.0	22296081.0	22662575.0	22992517.0	23340938.0	23703665.0	24046809.0	24372907.0	24684077.0	24965463.0	25228996.0	25496330.0	25772440.0	26031991.0	26289290.0	26530132.0	26752447.0	26948874.0	27157795.0	27369093.0	27555457.0	27729247.0	27894800.0	28047534.0	28175044.0	28307832.0	28441986.0	28574350.0	28694879.0	28809339.0	28909975.0	28996473.0	29089069.0	29182532.0	29274823.0	29359155.0	29439989.0	29510410.0	29570881.0	29633105.0	29700313.0	29762793.0	29823546.0	29881772.0	29935221.0	29977861.0	30028709.0	30082778.0	30134445.0	30183143.0	30233183.0	30279331.0	30316897.0	30362848.0	30411634.0	30458251.0	30502362.0	30545433.0	30585229.0	30619932.0	30663665.0	30709557.0	30752950.0	30795716.0	30837222.0	30874376.0	30907282.0	30946147.0	30987880.0	31026829.0	31064908.0	31106065.0	31144229.0	31174322.0	31216337.0	31257720.0	31293062.0	31293062.0	31371901.0	31411262.0	31440951.0	31484605.0	31528114.0	31572344.0	31613993.0	31655824.0	31695958.0	31726507.0	31769132.0	31812114.0	31856757.0	31895385.0	31934455.0	31969954.0	31998158.0	32036511.0	32077706.0	32117826.0	32156493.0	32192576.0	32225513.0	32250679.0	32285857.0	32322258.0	32358829.0	32393286.0	32424234.0	32449306.0	32474773.0	32512366.0	32558530.0	32603188.0	32649947.0	32695030.0	32737939.0	32768880.0	32810845.0	32857937.0	32903289.0	32945907.0	32988673.0	33027621.0	33058843.0	33096718.0	33139981.0	33174954.0	33208330.0	33236921.0	33264175.0	33289579.0	33316755.0	33347325.0	33381728.0	33417390.0	33448163.0	33478419.0	33504534.0	33531498.0	33563421.0	33594803.0	33624419.0	33652745.0	33678786.0	33697581.0	33716451.0	33739980.0		India
